id,tweet,label
2.6426E+17,Why is it so hard to find the @TVGuideMagazine these days? Went to 3 stores for the Castle cover issue. NONE. Will search again tomorrow...,-1
2.64224E+17,@TrevorJavier the heat game may cost alot more...and plus I would rather see Austin Rivers play,0
2.64042E+17,"Never start working on your dreams and goals tomorrow......tomorrow never comes....if it means anything to U, ACT NOW! #getafterit",1
2.64102E+17,"@TheFFAddict I had Vick and Flacco, needed an upgrade.  Vick may get benched, Jennings a back up again soon. I thought it was a win for me.",1
2.64072E+17,Looks like Andy the Android may have had a little too much fun yesterday. http://t.co/7ZDEfzEC,1
2.62115E+17,@APGPhoto oooh nice .. Tis tempting to go up the lakes with my Nikon ...  Hmmmm I may do that ..,1
2.6424E+17,"BLACK FRIDAY Huge Saving Aerial View of a City, Paris Las Vegas, the Las Vegas Strip, Las Vegas,... http://t.co/DCTgeSED",0
2.57951E+17,"@MelmurMel @PBandJenelley_1 @vl_delp_ham_ Jenelle lies,1st she said she was alone &the hosp.now she's saying how weird it was for Keiffer's",-1
2.63503E+17,"@MyBeautyisBrown LMFAO his big ass get on my nerves, you going to class tomorrow?",-1
2.36665E+17,"Mohamed Morsi, Egypt's Muslim Brotherhood president, instructed the Supreme Council of the Armed Forces Thursday... http://t.co/NnBeUvSt",0
2.62384E+17,C'mon Avila! You just got tagged out by a guy who looks like the kid Bill Murray was researching in The Royal Tenenbaums! #Tigers,0
2.63937E+17,"@thehuwdavies you think the Boro will beat Swansea? I'm not so sure, December/January is when we implode",-1
2.49228E+17,"At the first Grammy Awards, held on 4 May 1959, Domenico Modugno beat out Frank Sinatra and Peggy Lee for the Record of the Year,with Volare",0
2.63971E+17,Good morning Thursday. "Life is fragile. We're not guaranteed a tomorrow so give it everything you've got." - Tim Cook [Do it for Jobs!],1
2.64163E+17,#Twitition Mcfly come back to Argentina but this time we want to come to mar del plata!!! http://t.co/DlXY0LCg,1
2.59822E+17,@Astrochologist anything. I wondered how the aspects btwn my sun/moon faired with my rising. I also have Venus in Sag...yea lol Thank u :),1
2.63801E+17,My teachers call themselves givng us candy....wasn't even the GOOD stuff. I might go to Walmart or CVS tomorrow/,-1
2.64012E+17,"#Broncos Peyton Manning named AFC Offensive Player of the month. It's his 5th such honor, second to Tom Brady's 6, tied w/ TD.",0
2.6412E+17,@TooZany is bringing out Kendrick Lamar the 6th of December!?! Get your tickets now!,0
2.63939E+17,@jackseymour11 I may have an Android phone by the time I get back to school! :),1
2.64057E+17,"Andre's Wigan Warning - #COYS Official Site Wigan might currently occupy 15th place in the Premier League,... http://t.co/3mo7WIWd",0
2.61966E+17,"@juice005 strange enough, I'm going to see Noel Gallagher in concert tomorrow  night. #alldayb1tch",0
2.63656E+17,How are they going to act in new york with the subways out? They better clutch it out like Eli Manning 4th quarter,0
1.65044E+17,"Homegrown talent missing on Signing Day: Throughout most of the day on Wednesday, the video scoreboard ... http://t.co/6dZ2hQkD #Raleigh",-1
2.6423E+17,taylor swift is coming with ed sheeran june 29th? most perf news i've heard all night.,1
2.63809E+17,The great Noel Gallagher is about to hit the stage in St. Paul. Plenty of room here so we're 4th row center. Plenty of room. Pretty fired up,1
2.63797E+17,"@lala_cox There are going to be plenty of ups & downs for Boro,Cardiff,Leicester etc until May.I hope we are still in with a shout for promo",0
2.64254E+17,"Playing as the Browns HC K. Fri in #Madden13, XFacalac lost to the Ravens 21-28 on All-Madden #ConnectedCareers",0
2.60194E+17,@rosanne_89 Nooooooooo rosanne! They've just restocked them and me going overseas Sunday means I can't afford them :'(,-1
2.56238E+17,The pain is far deeper than a Billy cundiff missed field goal. Gotta wake up and forget about it tomorrow. #Orioles #stayhungry,0
2.64199E+17,@grandvincenzo on November 16 be ready to head to the movies. Breaking Dawn: Part 2. (;,1
2.62977E+17,"after seeing @Iam_FaithReid's tweet about watching The Vow, I think I may need to watch it.",0
2.63282E+17,"Tomorrow shall consist of watching Will Ferrell films with my fave people and Chinese food, sweet.",1
2.62069E+17,"@jbmclendon And the same station that will air new episodes of COUGAR TOWN in January! @tbsveryfunny has been good to us, Jordan. #PennyCan",1
2.64215E+17,Alex Poythress had 11 points and 7 rebounds in his debut with Kentucky during an exhibition game on Thursday. He played 28 minutes.,0
2.45462E+17,I think I may have a heart attack for Jason Wu's new collection. So Charlotte Rampling in the Night  http://t.co/2KRW4kTn,1
2.63392E+17,If I can get my equipment working correctly we will have a live show on Friday at 6 pm CST with contactee Ray... http://t.co/9LVKwcYJ,0
2.60248E+17,Amazing concert tonight with Jim White and the TCU Jazz Ensemble/Faculty Jazz Combo!  Don't miss tomorrow night... http://t.co/i9asnsET,1
2.56984E+17,"#Nationals 9th Inning had that ""4th Quarter #Redskins"" feel, didn't it?  Coulda swore I saw Cundiff shank one from the mound.",0
2.56416E+17,Capello says time for Russia to win big match: Russia manager Fabio Capello on Thursday said that he intended to... http://t.co/EFc5Cfng,1
2.59452E+17,JACKALS GOAL! Jimmy Martin sneaks a rebound past Killeen to give Elmira a 2-1 lead. Bushee & Bellamy with the assists.1:09 left 2nd period,0
2.63733E+17,Kick-off your weekend with service! EV!'s Get on the Bus trip to the Boys & Girls Club is Friday from 3-6! Hope to see you there :),1
2.64222E+17,"@nater0driguez Lmfao alright u got me there. Good job Parker and the spurs, see y'all jan 9th. If I get an extra ticket to that game ur goin",1
2.13342E+17,Desperation Day (February 13th) the most well known day in all mens life.,-1
2.5519E+17,@SunnyClifford We have a similar circumstance in Australia. Jan 25 is Australia Day & many First peoples call it Invasion Day.,0
2.64135E+17,paul-and5homos: Harry and Louis are just fri- Eleanor is such an inspira- Harry is such a manwho- Louis is... http://t.co/jxxTNlu6,0
2.6308E+17,"#web Apple software, retail chiefs out in overhaul: SAN FRANCISCO (Reuters) - Apple Inc CEO Tim Cook on Monday replaced the heads of ...",0
2.64088E+17,@PaperChasinAL: Damn next Saturday tho Niggas was trynna get shit over with #early,-1
2.63133E+17,and the 4th one is for Harry Styles!! <33333,0
2.59023E+17,"Blog Post: MTV's ""Teen Mom 2"" Returns for an Intense Third Season with Chelsea, Jenelle, Kailyn and Leah on Monday,... http://t.co/mgMHsfvu",0
2.53051E+17,The Business Leader's Award ceremony will be held during the @wef annual meeting in Davos on the  25 January 2013! http://t.co/YI4r8UFM,0
2.62999E+17,@elifyk1 Hi Elif  Greetings from USA midwest  How is school going?  Happy Turkish Republic Day!  I can't wait for Nov 8 #NewGlee Yes!,1
2.6392E+17,Hoping to look FIT tomorrow on the Jeremy Kyle show #ITVFashion,1
2.64203E+17,@Jordon_Atkins me you and joe gone chill Saturday of i come tho,0
2.64242E+17,"Obma fails 2unite us, he divides us by sex, color,party,age, wealth Nevada's 1st Latino governor votes early for Romney, predicts GOP win",-1
2.56788E+17,Grammys concert pays moving tribute to Whitney Houston: Whitney Houston was given a final sendoff by the Grammys on Thursday as Halle...,1
2.63866E+17,We tallied up the votes and are announcing the winners for Calling All Communities! Tune in http://t.co/XmaXMLCQ on Nov 1st at 11am (CST),0
2.59224E+17,It's Radio 1 Rocks next -  week starting off with a Live lounge on @fearnecotton's show with Bullet for my Valentine on Monday,0
2.4676E+17,Drew Peterson is #Untouchable no more! Check out these movie photos before you watch on Sun at 7/6c: http://t.co/LT9WUkOD,1
2.62862E+17,@HotspurRelated im just a 19 year old still on loan for the 3rd time at coventry 79 overall hopefully when i return bale will still be ther,0
2.64084E+17,PUMPED to open the season tomorrow night against Georgetown!  Women's Preview: http://t.co/1k3PAK3C | Men's Preview: http://t.co/n5oFat9V,1
2.64161E+17,Just found a piece of candy that may have been injected with something. #Why,-1
2.63319E+17,Apple shakeup Mobile software boss eased out: Apple Inc. CEO Tim Cook on Monday pushed out the powerful head of the company&#039;s mo...,0
2.63799E+17,Somehow I managed to "lose" my princess leia bra on Saturday. I'm going to Noel Gallagher as "Glock at Phish" ie jorts&tank. @custymcnoob,0
2.63925E+17,"@docbungle I may relent and get one myself, but I hope it doesn't come to that. Hopefully all the decent apps will get ported to android",0
2.62576E+17,"SAEED: #NowPlaying: BEP, Ricky Martin and KT Tunstall! Great songs to get you through your Sunday! Hate the rain!! http://t.co/c9PmolGw",1
2.63921E+17,"@juliecrawley25. @GininjaDesign. @Donna_Butlin. Nope, it's just Camden, eating Greek food with a pumpkin... Just another Wednesday.",0
2.63748E+17,"FAQ: What is 'skeuomorphic design' and the executive shakeup at Apple: SAN FRANCISCO, CA - MARCH 07:  Apple CEO ... http://t.co/YCvoPl98",0
2.63652E+17,Fact of the day; Halloween night is Papa John's second busiest night of the year behind Super Bowl Sunday.,0
2.5737E+17,Omg. Ricky Martin may be gay but he is one fine ass gay man.,1
2.64249E+17,@lenakoncha the Clippers are playing the Cavaliers on Monday and are having a night to honor Israel! :) wish you were in LA STILL.,1
2.61435E+17,"Noel Gallagher: ""Musicians are fucking idiots."" - Yeah, Brian May - he's an idiot... an idiot who just so happens to be a professor?",-1
2.52798E+17,Vow is likely to return from a midsummer break in the Prix de Royallieu at Longchamp on Saturday. http://t.co/FmoCg7YK,0
2.64183E+17,"@HOPE_forHippies Hell yea lmfaoo , & see you tomorrow Asia baby (;",1
2.64138E+17,@Real_Liam_Payne I wanted you to know that here in Argentina is going to make a directioner fest 10 November te Amo TE AMO te amo!,0
2.63864E+17,"Its November already.. Christmas will be here soon, then New Year, then Valentine's day then GRADUATION?!?!",0
2.63972E+17,#NowPlaying Michael Jackson - She's Out of My Life (Live At Wembley July 16. http://t.co/vxRYuADn L.O.V.E it! #MjTunes,1
2.63867E+17,Niggas be on the LAKERS DICK...we still gon finish damn near first seed...while yo team be struggling for the 8th spot,-1
2.40554E+17,"@RediTlhabi @StevenB7777 OCTOBER  people have principles..& argue passionately for them, about them & ACT on them.  Ghandi, Sadat, ADT, me!",1
2.61643E+17,@amberrblack amber fantastic news!!! We will reunite with Barbara and jenelle on November 21st when teen mom 2 premieres!!,1
2.62662E+17,I need another Viv necklace... May buy myself one for Valentines day #nojoke,0
2.4632E+17,I'm in the bathroom bumping "Niggas In Paris" Crunk ass hell like it's my 1st time hearing it this song will never get old lol,1
2.55691E+17,"Just got tickets to see Muse in Florida. That, combined with the Grammys two weeks prior, equals a really busy February for Ruby and myself.",0
2.61632E+17,Battle for the 17th banner: Royal Rumble basketball edition,0
2.61185E+17,"4th Album out #RED, #20MillionSwifties, 6 Grammy Awards, 10 AMAs, 13 BMI Awards! Reigning Entertainer of the Year ACM!  #6YearsTaylorSwift",1
2.26475E+17,"Smooches from Fido: Yea or Nay? - July 6th was International Kissing Day (of the human sort). Later in the month, Ca... http://t.co/ctBrbIFt",0
2.47183E+17,It's midnight on the east coast which means its @nickjonas birthday! HAPPY 20th BIRTHDAY NICK J!!!!!!!!!! <333,1
2.51743E+17,Apple CEO apologizes for error-ridden new map app: Apple CEO Tim Cook apologized Friday for the company's error-ridden new mobile map...,-1
2.61707E+17,Monta Ellis / Ellis provided just five points on 2-of-13 shooting Thursday http://t.co/AErfHHuK #nba #playersnews,0
2.58989E+17,"When I teach a basketball in my own school, we're gonna spend the 1st day watching Larry Bird videos, & the rest will take care of itself.",0
2.64085E+17,AT&T offers free cloud storage for iOS and Android AT&T on Thursday announced a new service it calls AT&T Locker th... http://t.co/7yoVkmMX,0
2.63794E+17,We are here @NBCofChicago for our 12th Anniversary celebration.  You still have time to make it - 6620 S. King Dr,1
2.37572E+17,@KarimAndSugar I told you Shane would get his 5th-star on Rivals before Signing Day. @Taylor_McNeill7,0
2.63449E+17,@mysticvalley Mitch are you free on Sunday to bale leaves for an hour?  If not no big deal  you can have them for animals,0
2.52331E+17,Love how I skipped every category of the NTA's besides the soaps. Couldn't give half a fuck if everything else went off the air tomorrow.,1
2.63611E+17,@starky88 @nfl_uk Was in on sat and they only had the Ray Lewis home jersey.  They didn't have a lot either.,-1
2.62903E+17,New York Giants: Game-by-Game Predictions for the 2nd Half of the Season http://t.co/yK9VTjcs,0
2.64241E+17,C'mon c'mon does sound like Queen's we will rock you somehow...,0
2.64056E+17,Pick the Chelsea team to play Swansea - Chelsea's focus now turns back to the Premier League and on Saturday we make... http://t.co/6Az8JiIz,0
2.47773E+17,@MarkUkLeaf I just had a look and it seems Nash to Davos is a done deal along with Joe Thornton. I may have to pay a visit...,0
2.54033E+17,My mom just texted me reminding me that Grammys birthdays tomorrow.. HOW COULD I EVER FORGET? #BiggestDayOfTheYear,1
2.64143E+17,Esperance will be without star player Youssef Msakni for the first leg of the Champions League final against Al Ahly on Saturday. #AFRICA,-1
2.63247E+17,@chrischris__  The Sun: Paolo Di Canio says beating Aston Villa tonight would be like having sex with Madonna. #legend,-1
2.26238E+17,"OBVIOUSLY, i am not a fan of Dream High 2 and i haven't even watched it! well, i watched the 1st ep,that's where i heard that song!^^",-1
2.58888E+17,"Black History Fact: Marsalis is the 1st and only artist to win both classical and jazz Grammy Awards in one year, and to repeat the next yr",1
2.63531E+17,Watching David Letterman with no audience but playing like they are still there is the 2nd most brilliant thing I've seen tonight.,1
2.46589E+17,Gov. Mitch Daniels will announce his Indiana Supreme Court pick at 10 a.m. Will the 3rd time be the charm for a female member of the panel?,0
2.63753E+17,"Most common nights to order pizza: NYE, Jan 1, day before Thanksgiving, Super Bowl Sunday, Halloween. http://t.co/3j3QiL3j",0
2.57865E+17,The Grey and Yellow Gold Wedding Puzzle is now up with the first piece being a unique two-tone dress by @shopbop! http://t.co/1RYso3ZZ,1
2.6238E+17,"HARAKAH: Iran army monitoring all ships in Gulf: TEHRAN, Oct 28: A senior commander of the Islamic Revolution Gu... http://t.co/hbdrQP3P",0
2.63741E+17,HT: Norwich 0-0 #Spurs. We've edged the 1st half without creating any clear cut chances. Bale's had a couple of decent long range efforts.,0
2.64227E+17,"Guys, the Marijuana law in Colorado, Oregon, and Washington can pass this Tuesday. #HighHopes",1
2.54601E+17,Breezin' won the Best Pop Instrumental Performance at the 19th Grammy Awards,1
2.48235E+17,"Pacino is going to play Joe Paterno.  This is the 2nd time he has starred in a film, that has the line 'say hello to my little friend- SNL",0
2.63954E+17,Snow may fall for parts of CNY the next few days. Find out where the best chances will be at 6:42 am on TV & online: http://t.co/F0Kb0gqD,0
2.04001E+17,Cofield draws leadoff walk in top 4th. Zaharion at the plate.,0
2.57332E+17,"@BieberGomezTour aww my celebrity day is this thursday also, going as Jennifer Hudson though :)",0
2.63977E+17,Sat down to watch Michael Jackson this is it on DVD xx,0
2.56396E+17,"On the set of the Axis of the Nigerian Economy, airing every tuesday 8:30pm on NTA international (DSTV) http://t.co/qFvON8Uj",0
2.6177E+17,Text from my dad: "you like Charles Dickens" 1) obvs looking at my amazon wish list (too late for Sunday) 2) why th surprise?!,1
2.64167E+17,Upset alert in ACC men's soccer: #1 Maryland down 4-2 to Wake Forest late in the 2nd...AND down a man after an earlier red card.,-1
2.62628E+17,really bored of this host on Super Sunday doing nothing but talk and rave about Man Utd #BiasPrick,-1
2.58836E+17,"I may have missed out seeing Noel Fielding and Rich Fulcher today, but I did just see Tom Tilley! #samsimmons",0
2.58626E+17,Looper was amazing!!! Now to the theatre to see Simon Callow's 'The Mystery of Charles Dickens' ...loving my Wednesday off work :-),1
2.55849E+17,"Negros and nigglettes, all who would like to attend the a$ap rocky concert on  November 17th at starland lemme know tickets are only 25",0
2.64105E+17,"Wish Maddie luck next saturday, she has a solo audition for Britain's Got Talent! :) ~ Ellie xxxxx",1
2.41226E+17,% of Joe Pa masks at Penn State Sat? Or will PSU by allow then in the stadium? Is it bad to wear it? @Espngreeny,0
2.56018E+17,@MeganWitmer that's crazy. I'm more jealous of u going to Joe Pa's grave! I was sad Saturday when I walked past where the statue should be:(,-1
2.63363E+17,"Mizzou commemorates its win over Kentucky with a T-shirt. No, really. | Dr. Saturday - Yahoo! Sports http://t.co/2u46BvQ6 #fb",1
2.60036E+17,@FruitPunchToday lol that was our only year we may have had a chance at the Superbowl. Now we must wait until Nick Foley,0
2.63706E+17,@Vikingdane1 Thinking a bolt action .30-06 may have to be in the cards for Valentine's Day or something.,0
2.23046E+17,Happy Valentine's Day!!! @MAziing: Everyday is the 14th!,1
2.63962E+17,@xBecx92 it may be Indian time tonite Becky :-) xx,0
2.63705E+17,Just watched The Campaign with Will Ferrell and Zack Galafianakis... Good fun for a Wednesday. #Hilarious,1
2.62778E+17,@sumeetkulkarni Season ends with Superbowl in first week of February.,0
2.608E+17,@HilciaJSu Your review reminded me I still need 2 read the very 1st Percy Jackson book! Heroes of Olympus is an offshoot series from it?,0
2.6095E+17,Crazy I was in a meeting with an old NBA player that was picked 3rd before Larry Bird,0
2.45532E+17,"As an introduction to Literature we wrote about The Woman In Black, not something I particulalry want to read, may just cry #ShitMyself",-1
2.6406E+17,"@Ilovedoobz: @Patty_flipping I did, the other new is in today, northern lights...... I get payed tomorrow!",0
2.64203E+17,"Just finished rehearsing with @DWHY - we are ready for the Kendrick Lamar show tomorrow, shout outs to WVU... http://t.co/d76r8YZH",0
2.62834E+17,I posted 12 photos on Facebook in the album "Super Sunday wid Shobhit Bhatia......" http://t.co/9DYtiAxO,0
2.64215E+17,I been watching "All-Access Kentucky" every wed and it has been making me like these young dudes on Kentucky.,0
2.63099E+17,"##$$## Black Friday Deals Nikon D3200 24.2 Megapixels Digital SLR Camera with 18-55mm NIKKOR VR Lens, Black & Nikon ... http://t.co/NPMjK8UC",0
2.28956E+17,"Han mon dieu le remix de I am the best dans Dream High 2, je meurs XDDD",1
2.64204E+17,"You do not want to miss this tomorrow night.  RJ is moving to Maryland soon, and we have a truly epic set planned... http://t.co/NItJIA5v",0
2.6092E+17,Don't forget Mitch Daniels is going to be on Steven Colbert's show Thursday.  Think this will come up as a topic?,0
2.64128E+17,@BarackObama: I would think you would do that if you are running for POTUS. It may be part of your job someday.,0
2.63398E+17,@kdbowe But how you gon handle it if you are announcing ON SUPER BOWL SUNDAY?!! You might put that gold back in yo grill.,0
2.63954E+17,@Dapper_Dan1988 I have plans to go to CVS before work today and get something.  That may be what I get. I'm going to quarantine myself today,0
2.5265E+17,iPhone 5: Apple CEO pledges to improve new map app: Apple CEO Tim Cook apologized on Friday for the company's er... http://t.co/7dzvgXNz,0
2.62498E+17,"Full Moon:Oct 29th. You can read more if you have your Sun Sign in Libra, Scorpio, Sag, Cap, Aqua or Pisces http://t.co/HNgb7Qn3",0
2.56788E+17,"Drew Peterson may be convicted, but there is still conflict going on http://t.co/lmqKV7XZ #whenwillitend #localnews #chicago",0
2.64068E+17,@WFAN660 Paterno wouldnt be charged. All hearsay on him and he did do his job (minimal as may be). He reported it. Rest is speculation.,0
2.63919E+17,"With all Benson's attention, Frankie feels like a forgotten stepchild. Lets 'founding father' him so he know we will never forget 2nd place.",-1
2.62954E+17,"Police, protesters clash at Republic Day march in Turkey: On a day marking the 89th anniversary of the founding ... http://t.co/xewokaIE",-1
2.63664E+17,I will be participating in a Google+ Hangout with @TheEconomist tomorrow!  I'm SUPER excited! Check it out: https://t.co/jvmZcqBa,1
2.64074E+17,@buckbelue8 why do you think Murray may leave? No way a team drafts him before the 5th or 6th round!,-1
2.63796E+17,"Aww love you Austin Rivers and happy to see you get start in 1st NBA game...but it's against my boys, LETS GO SPURS! #Spurs #NBA",1
2.60851E+17,@TeamStradley mines personal thinking Tebow is better then Flacco. I don't care how bad he played Sunday,1
2.63646E+17,@OilOnWhyte @albertaoilfire another center? Gagner is a good cheap 2nd line option that we can afford and keep the kids.,1
2.64188E+17,@politicalwire I'm still shaking my head at that decision and that the Heat & Knick are actually playing tomorrow at MSG.,-1
2.64175E+17,"the glass may be rising, but it's not getting any warmer here, Lago del Desierto, Argentina http://t.co/Hp4S2M5G",-1
2.64246E+17,Wish I could make that trip to Athens on Tuesday @iCaptainMorgan,1
2.63187E+17,"Apple software, retail chiefs out in overhaul: SAN FRANCISCO (Reuters) - Apple Inc CEO Tim Cook on Monday pushed out the powerful hea...",0
2.56416E+17,Capello says time for Russia to win big match: Russia manager Fabio Capello on Thursday said that he intended to... http://t.co/EFc5Cfng,0
2.62953E+17,I'm hosting the Day party @ Spartacus Friday From 2-6 and then @ Spy in Raleigh that night!,0
2.63701E+17,Eli Manning hopes the Giants can uplift the spirits of the millions affected by Sandy in NY with their game against the Steelers on Sunday,0
2.25957E+17,@_AllBelongs2Me_ the McCormick Place....rite here by the hyatt hotel on like 23rd nd King Dr.,0
2.56341E+17,Fabio Capello: "From what I've seen these days I can assure you Russia are capable of getting a good result vs Portugal tomorrow". #cantwait,1
2.64139E+17,@bbberb not necessarily. In Nevada it may help Obama because its one less vote for Romney. But I know what you mean hah.,0
2.6423E+17,"Parker, Leonard steal OKC's thunder: Ninety minutes before tipoff Thursday night at the AT&T Center, Oklahoma Ci... http://t.co/NNjbPSWk",-1
2.64155E+17,"@_Sherwood12 he's on the plane to Amsterdam now, bet he's not in class tomorrow",0
2.64064E+17,@_bethanygarland I really wanna go to one of his things! Did you watch his new thing on channel 4 last Friday? xx,1
2.63641E+17,I -may- be the only girl on the face of the earth that DOESN'T find Channing Tatum attractive. #callmecrazy #justsayin #donthateme,-1
2.59536E+17,"Cold pizza and Mass Effect 3. I want my leg healed!! Going to look up some voodoo shit. I'll be walking, jumping and running tomorrow.",0
2.61546E+17,"Remember Cupid at Convo last year with the bomb candy bar?? If you liked that, you'll LOVE next Tuesday's Tr http://t.co/af9hu4pU",1
2.63453E+17,Channing tatum will be in white oak tomorrow...for all you stalkers out there,0
2.64153E+17,@Brett_Elliott8 I fly that Saturday the 15th from Detroit to Amsterdam then up to Newcastle,0
2.61624E+17,#hulu Video Game Trailers - Launch Trailer: Check out the launch trailer for Mass Effect 3. Added: Fri Oct 26 00... http://t.co/XsbCPkVe,0
2.57315E+17,@Pastorjoshg @corylethgo @KevinCabe @kcabe21 I'd watch Cougar Town over this any day! January 8 on TBS. Very funny. #firedooley,1
2.64097E+17,Stacie just hit me up and said my packages might be up here tomorrow if that's the case I'm not going to the rave in San Fran. #priorities,-1
2.63773E+17,Of course it's Aston Villa.  Played them off the park on Saturday.  Bring it on!,0
2.6417E+17,Give me 5 mins with Candy the dancer from Deja Vu I'm nutting on my 4th pump she that bad lol,-1
2.63719E+17,"@heeydems Do you know ?they may not but we're so fond of all the countries . Uh,happy Republic Day .",1
2.64195E+17,@shootingrocks cof cof~  someone is going to Germany on november 30 ...oh I really envy you   :)  http://t.co/kZZoR8Az,1
2.63332E+17,"Thank you snow for cancelling classes today. Now you may stop snowing, so that I can drive to Chapel Hill tomorrow. I'd really appreciate it",1
2.60232E+17,Chick in my class said Flacco is the best QB in the league. 1- why is a chick talkin football. 2. I cant wait for class tomorrow lol,1
2.64244E+17,#entrepreneur #angelinvestor pitch in on the new birthday party / Super Bowl Sunday treat http://t.co/HcU3990c,1
2.26345E+17,#OilersMobile: July 20: Sam Gagner | http://t.co/MisqEmgQ   @gagns89 nice to have you there for at least another year!,1
2.64188E+17,think i might go see flight tomorrow just because Denzel Washington ..,1
2.41625E+17,Mohamed Nasheed's Press brief about CONI report - 31 Aug 2012: http://t.co/niN6zHhn via @youtube,0
2.61564E+17,Calling all reality TV fans: We're inviting LI reality TV stars to join a Google+ Hangout on Sunday and you can too. http://t.co/WzO0bhVm,0
2.56408E+17,"Honesty is often best policy: Fabio Capello, Russia coach: ""I was hoping Ronaldo's injury was more serious so he couldn't play tomorrow.""",-1
2.64222E+17,"Dinner in Athens with my friend, @stevebeuerlein. Preparing for our game on @SEConCBS this Saturday. #OleMiss #Georgia http://t.co/4QqWxtnd",0
2.64219E+17,"@Yvette_Elena :) Most def, i think when you come tomorrow the boys will be here.",1
2.63804E+17,This is Austin Rivers 1st game and people sucking him he a rookie chill !,-1
2.64247E+17,@goatmilkstuff Hello. May I ask how did you get on set of Castle?,0
2.25312E+17,"@HockeyyInsiderr "" @OilersNow: Gagner's agent says talks continue, will have hearing on Friday if no deal"" MSM just proved you're #clueless!",-1
2.44715E+17,"The Woman In Black - the legendary ghost thriller, touring to Dubai and Abu Dhabi in November & December. More... http://t.co/2uz56zci",1
2.64107E+17,Can it please be Wednesday and POTUS has been re elected. Then we can move this country #Forward!,0
2.64214E+17,Jacksonville really sound like the move tomorrow,0
2.64135E+17,#ASimpleLife opens tomorrow at Lee's 4-Star in San Fran - Roger Ebert called it "one of the year's best films" http://t.co/q0Cz0lz6,0
2.58349E+17,@JessieWagnon @tcswagg NOOOOOOOOO!!!!!! Maybe you can just look over it right before the test tomorrow and do that first,-1
2.40754E+17,#hcafc loan keeper Ben Amos named in the England under-21s side to face Azerbaijan next Thursday and Norway on Sept 10.,0
2.64182E+17,@SteveRattner @JoeNBC @morningmika My friends and I are betting Joe wets his pants when he sees the whopping Mittens will get Nov 6,0
2.4299E+17,@ahmedthalib waheed proposed mdp to join the  gov prior CoNI's verdict. 7 feb controversial power transfer refrained mdp joining the govt.,-1
2.64113E+17,Me and @hayleyrose booked in to see A Good Day To Die Hard on February 14 2013 (Valentine's day).,0
2.64209E+17,@AmianaTyransky: Frankie: I think I'm gonna have a date with my bed tomorrow Me: same. That's my boy,1
2.46776E+17,Pray for Mohamed Morsi the new President of Egypt that he may continue to be a leader for freedom and peace.  http://t.co/f0LKm17i,1
2.61541E+17,"Axl Rose needs to just give up. Now. Not later, not soon, not tomorrow. NOW!",-1
2.64215E+17,Shout out to my boy @JshapMMA who fights tomorrow night on the Las Vegas #rfa card. He's put in the work so I don't need to wish him luck.,1
2.43726E+17,"If you're on the Isle of Man next Thurs, I'll be talking about Safe House and signing books at Waterstones from 6.30pm. @WaterstonesIoM",0
2.59725E+17,PBR & @mokbpresents bring you Jim White at the @Do317 Lounge on October 23rd at 7 pm! http://t.co/7x8OfC56,0
